product_code,category,image_path,ingredients_text,image_ok
5201314180678,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\5201314180678.jpg,,True
4335619130456,sun-care,,,False
8021983810631,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8021983810631.jpg,"Ingredients: Titanium Dioxide (NANO), Aqua, Caprylic/ Capric Triglyceride**, Glycine Soja Oil*, Polyglycerol-3 Polyricinoleate, Dicaprylyl Ether, Coco-Caprylate, Coco-Caprylate/Caprate, Isopropyl Myristate, Isopropyl Palmitate, Argania Spinosa Kernel Oil*, Alumina, Stearic Acid, Sesamum Indicum Seed Oil*, Prunus Amygdalus Dulcis Oil*, Polyglyceryl-2 Sesquioleate, Glyceryn** Phenethyl Alcohol, Ethylhexylglycerin, Hydrogenated Vegetable Oil, Daucus Carota Sativa Root Extract** Helianthus Annuus Seed Oil*, Daucus Carota Sativa Seed Oil**, Beta-carotene**, Brassica Campestris Seed Oil** Simmondsia Chinensis Seed Oil*, Cocos Nucifera Oil*, Polyhydroxystearic Acid, Bisabolol**, Ascorbyl Palmitate, Tocopherol, Tocopheryl Acetate, Sodium Chloride, Parfum. *da Agricol",True
8029041109147,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8029041109147.jpg,"Ingredients: aqua (water), dibutyl adipate, dieth - ylamino hydroxybenzoyl hexyl benzoate, C12-15 alkyl benzoate, caprylic/capric triglyceride, betaine, ethylhexyl triazone, diethylhexyl butamido triazone, glycerin, bis-ethylhexyloxyphenol methoxyphenyl triazine, dicaprylyl carbonate, calcium carbonate, polyglyceryl-3 stearate/sebacate crosspolymer, hydroxyapatite, panthenol, niacinamide, sodium stearoyl glutamate, microcrystalline cellulose, acrylates/C12-22 alkyl methacrylate copolymer, hydrogenated rapeseed alcohol, caprylyl glycol, phenylbenzimidazole sulfonic acid, tocopheryl ac - etate, ethylhexylglycerin, stearyl alcohol, carnosine, sechium edule fruit extract, arginine, fructose, cel - lulose gum, caprylhydroxamic acid, polyglyceryl-4 oleate, xanthan gum, coco-glucoside, citric acid, glyceryl olivate, disodium lauryl sulfosuccinate.",True
3574661373577,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\3574661373577.jpg,"Aqua, Octocrylene, C12-15 Alkyl Benzoate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Butylene Glycol, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Isopropyl Isostearate, Triacontanyl PVP, Glyceryl Stearate, PEG-100 Stearate Acetyl Hexapeptide-1, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tribehenin, Caprylyl Glycol, Potassium Cetyl Phosphate, Aluminum Starch Octenylsuccinate, Disodium EDTA, Sodium Hydroxide, Tocopheryl Acetate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Phenoxyethanol, Potassium Sorbate, Parfum. [PR-018283] 2021 Johnson & Johnson SBF 27100 Val de Reuil, France Made in France 270 150mle DIFFERENZIAL SMALTIMENTO 回 SCANNERIZZAN",True
0300009368874,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\0300009368874.jpg,,True
4005900597489,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\4005900597489.jpg,,True
8908027247007,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8908027247007.jpg,"Aqua, C12-15 Alkyl Benzoate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Propanediol, Phospholipids, Phenoxyethanol, Hydroxyace - tophenone, Camellila Sinensis Leaf Extract, Centella Asiatica Extract, Portulaca Oleracea Extract, Polypodium Leucotomos Extract, Niacinamide, Alpha Arbutin, Glycerine, Glyceryl Stearate Citrate, Isoamyl Laurate, Kojic Acid Dipalmitate, Caprylic Capric Triglyceride,1,2-Hexanediol, Sodium Hyaluronate, Potassium Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Acetylated Hyaluronate, Hydroxypropyltrimo - nium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Sodium Retinoyl Hyaluronate, Zinc Hydrolyzed Hyaluronate, Ascorbyl Propyl Hydrolyzed Hyaluronate, Ascorbyl Propyl Hyaluronate, Dimethylsilanol Hyaluronate, Pentylene Glycol, Butylene Glycol, Sodium Benzoate, Potassium Sorbate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium Ethylenediaminetetraacetate, 4-Butyl Resorcinol, Tetrahydrodiferuloylmethane, Glabridin.",True
42397236,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\42397236.jpg,"Ingredients: Aqua, Isopropyl Palmitate, C12-15 Alkyl Benzoate, Glycerin, Alcohol Denat., Bis - Ethylhexyloxyphenol Methoxyphenyl Triazine, Butyl Methoxydibenzoylmethane, Dibutyl Adipate, Ethylhexyl Triazone, Copernicia Cerifera Cera, Glyceryl Stearate SE, Micro - crystalline Cellulose, Phenylbenzimidazole Sulfonic Acid, Sodium Ascorbyl Phosphate, Sodium Hyaluronate, Tocopheryl Acetate, Xanthan Gum, Polyglyceryl-3 Methylglucose Distearate, Diisostearoyl Polygly - ceryl-3 Dimer Dilinoleate, Hydrogenated Rapeseed Oil, Cetyl Palmitate, Cellulose Gum, Sodium Cetearyl Sulfate, Sodium Hydroxide, Trisodium Ethylenediamine Disuccinate, Hydroxyacetophenone, Ethylhexylgly - cerin, Phenoxyethanol, Linalool, Benzyl Alcohol, Linalyl Acetate, Alpha - Isomethyl Ionone, Citronellol, Vanillin, Parfum",True
8710444220828,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8710444220828.jpg,"Aqua, C12-15 Alkyl Benzoate, Glycerin, Ethylhexyl Triazone, Octocrylene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, 1,2-Hexanediol, Diethylhexyl Butamido Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Phenylbenzimidazole Sulfonic Acid, Microcrystalline Cellulose, Cellulose Gum, Cetyl Alcohol, Sodium Stearoyl Glutamate, Sodium Chloride, Glyceryl Stearate, Parfum, Xanthan Gum, Tocopheryl Acetate, Tocopherol, Helianthus Annuus Seed Oil, Ethylhexylglycerin, Caprylyl Glycol, Decylene Glycol, Piroctone Olamine, Tetrasodium Iminodisuccinate, Sodium Hydroxide",True
8480017249852,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8480017249852.jpg,,True
3282770100747,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\3282770100747.jpg,"Eau thermal Avène, c12-15 alkyl benzoate, dicaprylyl carbonate, methylene bis-benzotriazolyl tetramethylbutylphenol [nano], eau, glycérine, bis-ethylhexyloxyphenol methoxyphenyl triazine, diethylhexyl butamido triazone, dioxyde de silicium, diisopropyl adipate, butyl methoxydibenzoylmethane, cetearyl isononanoate, lauryl glucoside, polyglyceryl-2 dipolyhydroxystearate, decyl glucoside, c10-18 triglycerides. trimethylpentanediol/adipic acid/glycerin crosspolymer, acrylates/c10-30 alkyl acrylate crosspolymer, acide benzoïque, butylene glycol, caprylic/capric triglyceride, caprylyl glycol, acide citrique, disodium edta, parfum, glyceryl behenate, glyceryl dibehenate, oxothiazolidine, potassium cetyl phosphate, propylene glycol, sodium benzoate, hydroxyde de sodium, tocophérol, glucoside tocophéryl, tribehenin, gomme xanthane",True
3506770001027,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\3506770001027.jpg,,True
0810025927752,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\0810025927752.jpg,"Lidocaine Hydrochloride 0.5%, Water, Glycerin, Peg-50 Hydrogenated Castor Oil, Nonoxynol-14, Propylene Glycol, Peg-12 Dimethicone Crosspolymer, Butylene Glycol, Trehalose, Carbomer, 1,2-Hexanediol, Hydroxyacetophenone, Fragrance, Peg-40 Hydrogenated Castor Oil, Tocopherol, Sodium Hydroxide, Sodium Hyaluronate, Portulaca Oleracea Extract, Hamamelis Virginiana (Witch Hazel) Extract, CI 42090, CI 19140",True
3600551125275,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\3600551125275.jpg,"AQUA/WATER, ALCOHOL DENAT, ETHYLHEXYL SALICYLATE, ETHYLHEXYL TRIAZONE, BUTYL METHOXYDIBENZOYLMETHANE BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ISOPROPYL PALMITATE, DIISOPROPYLADIPATE, GLYCERIN, PROPANEDIOL, PHENYLBENZM DAZOLE SULFONIC ACID, DICAPRYLYL ETHER, TRIETHANOLAMINE, C12-22 ALKYL ACRYLATE/HYDROXYETHYLACRYLATE COPOLYMER, SODIUM POLYACRYLATE, DROMETRIZOLE TRISILOXANE, TOCOPHEROL, HYDROXYACETOPHENONE, CAPRYLYL GLYCOL, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. (FIL. 2286594/1).",True
4005900253668,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\4005900253668.jpg,"Aqua, Alcohol Denat., C12-15 Alkyl Benzoate, Isopropyl Palmitate, Glycerin, Butyl Methoxydibenzoylmethane, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dibutyl Adipate, Butylene Glycol Dicaprylate/Dicaprate, Copernicia Cerifera Cera, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Glyceryl Stearate, Phenylbenzimidazole Sulfonic Acid, Sodium Hyaluronate, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Microcrystalline Cellulose, Hydrogenated Rapeseed Oil, Cetyl Palmitate, Sodium Stearoyl Glutamate, Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate, Xanthan Gum, Cellulose Gum, Caprylyl Glycol, Sodium Hydroxide, Trisodium EDTA, Phenoxyethanol, Linalool, Benzyl Alcohol, Linalyl Acetate, Alpha-Isomethyl Ionone, Citronellol, Vanillin, Parfum",True
8690131774097,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8690131774097.jpg,"Titanium Dioxide, Water/Aqua, Cyclopentasiloxane, Phenyl Trimethicone, PEG-10 Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Niacinamide, Disteardimonium Hectorite, Trimethylsiloxysilicate, Glycerin, Phenoxyethanol, Pancratium Maritimum Extract, Sodium Chloride, Aluminum Starch Octenylsuccinate, Silica, Jojoba Esters, Mica, Dimethicone Crosspolymer, Tocopheryl Acetate, Triethoxycaprylylsilane, Ethylhexylglycerin, Tocopherol, Fragrance, Titanium Dioxide/CI 77891, Iron Oxides/CI 77491, CI 77492, CI 77499",True
8690595214177,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8690595214177.jpg,"Aqua / Water / Eau, Alcohol Denat., Silica, Diisopropyl Adipate, Diisopropyl Sebacate, Ethylhexyl Triazone, Butyl Methoxydibenzoylmethane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dicaprylyl Carbonate, Glycerin, Propanediol, C12-22 Alkyl Acrylate/Hydroxyethylacrylate Copolymer, Diethylamino Hydroxybenzoyl Hexyl Benzoate, C12-15 Alkyl Benzoate, Methoxypropylamino Cyclohexenylidene Ethoxyethylcyanoacetate, Perlite, Drometrizole Trisiloxane, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Citric Acid, Disodium Phosphate, Hydroxyacetophenone, Hydroxyethylcellulose, 2-Mercaptonicotinoyl Glycine, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Pentylene Glycol, Polysorbate 60, Sodium Phosphate, Sodium Thiosulfate, Terephthalylidene Dicamphor Sulfonic Acid, Tocopherol, Triethanolamine, Trisodium Ethylenediamine Disuccinate.",True
3600542520263,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\3600542520263.jpg,"AQUA/WATER, ALCOHOL DENAT., ETHYLHEXYL SALICYLATE, ETHYLHEXYL TRIAZONE, BUTYL METHOXYDIBENZOYLMETHANE BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ISOPROPYL PALMITATE, DIISOPROPYL ADIPATE, GLYCERIN, PROPANEDIOL, PHENYLBENZIMIDAZOLE SULFONIC ACID, DICAPRYLYL ETHER, TRIETHANOLAMINE, C12-22 ALKYL ACRYLATE/HYDROXYETHYLACRYLATE COPOLYMER, TOCOPHEROL, HYDROXYACETOPHENONE, SODIUM POLYACRYLATE, SODIUM BENZOATE, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, DROMETRIZOLE TRISILOXANE, ALOE BARBADENSIS LEAF JUICE, CAPRYLYL GLYCOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, CERAMIDE NP, CITRIC ACID, POTASSIUM SORBATE. (F.I.L. Z70015318/1). *Hors colorants, additifs et pompe.",True
3600540587206,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\3600540587206.jpg,,True
8682943404521,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8682943404521.jpg,,True
3337875810890,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\3337875810890.jpg,,True
8682257407072,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8682257407072.jpg,,True
0045924615701,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\0045924615701.jpg,"Aqua, Homosalate, Alcohol Denat., Butyl Methoxydibenzoylmethane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Salicylate, Dibutyl Adipate, Ethylhexyl Triazone, Copernicia Cerifera Cera, Panthenol, VP/Hexadecene Copolymer, Glycerin, Phenylbenzimidazole Sulfonic Acid, Tocopheryl Acetate, Aloe Barbadensis Leaf Juice Powder, Glycyrrhiza Inflata Root Extract, Tetrasodium Iminodisuccinate, Cellulose Gum, Butylene Glycol Dicaprylate/Dicaprate, Microcrystalline Cellulose, Xanthan Gum, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sucrose Polystearate, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Hydrogenated Polyisobutene, Sodium Stearoyl Glutamate, Trisodium EDTA, Sodium Hydroxide, Sodium Chloride, Ethylhexylglycerin, Caprylyl Glycol.",True
8809689376640,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8809689376640.jpg,"AQUA, CYCLOPENTASILOXANE, ZINC OXIDE, ETHYLHEXYL METHOXYCINNAMATE, PEG-10 DIMETHICONE, TITANIUM DIOXIDE, BEESWAX, 4-METHYLBENZYLIDENE CAMPHOR, ISODODECANE, CYCLOHEXASILOXANE, GLYCERIN, SORBITAN SESQUIOLEATE, MAGNESIUM SULFATE, METHICONE, PHENOXYETHANOL, STEARIC ACID, DISTEARDIMONIUM HECTORITE, ALUMINUM HYDROXIDE, TRIETHOXYCAPRYLYLSILANE, PROPYLENE CARBONATE, PARFUM, PROPYLPARABEN, ETHYLPARABEN, METHYLPARABEN, BUTYLPARABEN, HYDROLYZED COLLAGEN, COLLAGEN AMINO ACIDS, SOLUBLE COLLAGEN, BUTYLENE GLYCOL.",True
5900525062789,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\5900525062789.jpg,"Aqua, Ethylhexyl Methoxycinnamate, Butylene Glycol, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (nano), Diethylamino Hydroxybenzoyl Hexyl Benzoate, Triethylhexanoin, Glycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sorbitan Sesquioleate, Panthenol, Xanthan Gum, Sodium Acetylated Hyaluronate, Alcohol, Decyl Glucoside, Propylene Glycol, Squalane, Polysorbate 60, Sorbitan Isostearate, Disodium EDTA, Propanediol, Caprylhydroxamic Acid, BHT, Phenoxyethanol, Ethylhexylglycerin",True
9321299104530,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\9321299104530.jpg,"Active ingredients: Homosalate 10% w/w, Octocrylene 8% w/w, Octyl Salicylate 5% w/w, Butyl Methoxydibenzoylmethane 3% w/w. Preservatives: Benzyl Alcohol, Phenoxyethanol, Hydroxybenzoates",True
00611903,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\00611903.jpg,"Water, Ethylhexyl Methoxycinnamate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Propanediol, Ethylhexyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, 1,2-Hexanediol, Niacinamide, Octocrylene, Silica, Caprylyl Methicone, Polymethylsilsesquioxane, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, C18-36 Acid Triglyceride, Arginine, Ammonium Acryloyldimethyltaurate/VP Copolymer, Jojoba Esters, Citrus Aurantium Dulcis (Orange) Oil, C12-18 Acid Triglyceride, Squalane, Ethylhexylglycerin, Adenosine, Citrus Nobilis (Mandarin Orange) Peel Oil, Disodium EDTA, Phytosteryl Macadamiate, Litsea Cubeba Fruit Oil, BHT, Phytosterols, Pearl Powder, Tocopherol, Glycerin, Glucose, Citric Acid, Sodium Glutamate, Sodium Chloride, Potassium Chloride, Pentylene Glycol, Sodium Citrate, Sodium Hyaluronate, Calcium Lactate, Sodium Hyaluronate Crosspolymer, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Hydroxypropyltrimonium Hyaluronate, Magnesium Carbonate, Sodium Acetylated Hyaluronate, Hydrolyzed Sodium Hyaluronate, Citral, Limonene",True
8684225266063,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8684225266063.jpg,"Aqua, Aloe Barbadensis Leaf Juice, Glycerin, Isopropyl Myristate, Caprylic/Capric Triglyceride, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, PEG-40 Hydrogenated Castor Oil, Octocrylene, Butylene Glycol, Phenoxyethanol, Parfum, Triethanolamine, Carbomer, Tocopheryl Acetate, Sodium Benzoate, Potassium Sorbate, Lecithin, Sodium Hyaluronate, Tetrasodium EDTA, Hypericum Perforatum Extract, Arbutus Unedo Fruit Extract, Malva Sylvestris Extract, Chamomilla Recutita Flower Extract, Limonene, Linalool",True
8699449100246,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8699449100246.jpg,"Aqua, Aloe Barbadensis Leaf Extract, Carbomer, Tocopheryl Acetate, Menthyl PCA, Phenoxyethanol, Parfum, Caprylyl Glycol, Decylene Glycol, Menthol, Triethanolamine, Dipropylene Glycol, Coumarin",True
3337875702478,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\3337875702478.jpg,"Aqua/Water, Alcohol Denat, Ethylhexyl Triazone, Drometrizole Trisiloxane, Isononyl Isononanoate, Isopropyl Lauroyl Sarcosinate, Butyl Methoxydibenzoylmethane, Diisopropyl Sebacate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Niacinamide, Dimethicone, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol [Nano]/Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Octocrylene, Propanediol, Ethylhexyl Salicylate, Cetearyl Alcohol, Silica, Tranexamic Acid, Tocopherol, Phenoxyethanol, PEG-10 Dimethicone, CI 77891/Titanium Dioxide, Polyglyceryl-10 Laurate, Sodium Stearoyl Glutamate, Caprylyl Glycol, Butylene Glycol, Cetearyl Glucoside, Mica, Glycerin, PEG-20, Ammonium Acryloyldimethyltaurate/VP Copolymer, Trisodium Ethylenediamine Disuccinate, Carbomer, Inulin Lauryl Carbamate, T-Butyl Alcohol",True
8683476332015,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8683476332015.jpg,,True
8681925608742,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\8681925608742.jpg,"Aqua, Octocrylene, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Coco-Caprylate/Caprate, Glyceryl Stearate, Dimethicone, Zinc Oxide, Butyl Methoxydibenzoylmethane, Stearyl Alcohol, Urea, Ceteareth-25, Cetearyl Alcohol, Stearic Acid, Titanium Dioxide, Glycerin, Ceteareth-20, Ceteareth-12, Tetrahydrodiferuloylmethane, Phenoxyethanol, Panthenol, Ethylhexylglycerin, Tocopheryl Acetate, Cetyl Palmitate, Parfum, Lactic Acid, Tetrasodium EDTA, Sodium Hydroxide",True
4335619356313,sun-care,C:\cit\9th_sem\data_engineering\skincare-data-project\skincare-data-project\raw\images\4335619356313.jpg,,True
